album_id,name,artist,no_tracks,release_date,popularity,genres
Leqfug310ID,Merry Christmas From Brenda Lee,Anszwi239OC,12,1964-10-19 00:00:00,64,[]
Lqevjv630AR,The Classic Years: 1956-1962,Abddyf954UB,62,1992-01-01 00:00:00,47,[]
Lsunre235KN,The Andy Williams Christmas Album,Awodla100LD,12,1963-01-01 00:00:00,48,[]
Lakkgx737GA,Parachutes,Afsvsp815BQ,10,2000-07-10 00:00:00,84,[]
Luyrbd146QV,Wrapped In Red,Agiclk099SX,16,2013-10-25 00:00:00,60,[]
Lqdbzm210SC,BE,Arottg631PO,8,2020-11-20 00:00:00,87,[]
Lrkzru312SV,While The World Was Burning,Azmxwp001OE,13,2020-11-20 00:00:00,0,[]
Lcbbcg181GK,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),Abddyf954UB,2,1957-12-02 00:00:00,63,[]
Liwpcr724LB,Famoso,Asfqsp629UC,13,2020-11-20 00:00:00,4,[]
Ldxbrv949UX,Under The Mistletoe (Deluxe Edition),Azwhoy014ZU,15,2011-01-01 00:00:00,66,[]
Lyunfw164ZK,A Winter Romance,Adbsso663PG,12,1959-01-01 00:00:00,63,[]
Lmqqux853WE,AYAYAY! (Súper Deluxe),Aqpgdf743MF,14,2020-11-13 00:00:00,69,[]
Leqdeo189RP,Caroling at Christmas,Aknoej147MG,54,2019-11-09 00:00:00,36,[]
Lwxvqf581YS,The Definite Best,Adecli008LO,23,2001-09-03 00:00:00,52,[]
Lvoztb919VB,Christmas Songs by Sinatra,Aoyoyi052ME,14,1994-11-08 00:00:00,60,[]
Lpbecv974FJ,Do They Know It's Christmas?,Atrvba853WY,2,2004-01-01 00:00:00,56,[]
Lhfmky144EE,The 20/20 Experience (Deluxe Version),Axgvbu995FD,12,2013-03-15 00:00:00,74,[]
Lmiusy693PK,McCartney II (Special Edition),Adpste276ND,19,1980-05-16 00:00:00,27,[]
Lwlkac097YL,"Dancing with Strangers (Deluxe Edition, 2019 Remaster)",Acjscy151IK,28,1987-08-02 00:00:00,48,[]
Lxhvzt918UL,EL ÚLTIMO TOUR DEL MUNDO,Aayrna027II,16,2020-11-27 00:00:00,90,[]
Llnosn355QN,Plastic Hearts,Agozci438NR,15,2020-11-27 00:00:00,82,[]
Lekskc336EK,My Name Is José Feliciano,Adecli008LO,23,2001-09-24 00:00:00,47,[]
Lwvjpc034WN,Signature Box,Ahtqih294DD,119,2010-10-05 00:00:00,62,[]
Lbowkb442QB,Merry Christmas Everyone,Aqrcfh273QX,13,1991-11-25 00:00:00,55,[]
Lldbro063SG,The Christmas Song (Expanded Edition),Atekor419JI,19,1962-01-01 00:00:00,63,[]
Luzghu514OM,Have A Holly Jolly Christmas,Ahtrgn482ZK,12,1965-01-01 00:00:00,57,[]
Ljmubo108OZ,Holiday Inn (Original Motion Picture Soundtrack),Aodpxd153DW,12,1942-01-01 00:00:00,56,[]
Lcruis091MF,Más Negro Que Rojo,Atqorl983HB,14,2020-07-31 00:00:00,74,[]
Lfbihn028ZO,Studio Killers,Accgzw683SV,11,2013-06-04 00:00:00,44,[]
Laktcm050KJ,If I Should Fall from Grace with God (Expanded Edition),Azuplj526HV,19,1988-09-05 00:00:00,57,[]
Lgholp775JO,Glow,Agpbqh337EP,11,2016-10-28 00:00:00,52,[]
Lbwwiy692OC,Greatest Christmas Songs,Aoabmh533NX,21,1999-08-20 00:00:00,56,[]
Lstrow418ZP,Sleigh Ride,Aautvq003YE,15,2020-12-04 00:00:00,47,[]
Lizrqe894ZW,Kylie Christmas,Apgysa757OW,13,2015-11-13 00:00:00,44,[]
Llptup184HV,Elvis' Christmas Album,Aoeiry863ZZ,12,1957-10-15 00:00:00,60,[]
Lqiefw041OF,Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe),Anhpve156JJ,52,1973-10-05 00:00:00,56,[]
Lhzfng876EZ,"Christmas (Baby, Please Come Home)",Alzaoa908FL,15,2020-12-04 00:00:00,48,[]
Lozroz134FX,Jingle Bell Rock,Arkqkr648ON,2,1983-11-01 00:00:00,49,[]
Llewxr486IU,Rock 'N' Roll Rarities,Auylyw752GK,20,1986-01-01 00:00:00,55,[]
Lyypvy805NP,At My Worst (Joel Corry Remix),Ahqxda986OC,2,2020-12-04 00:00:00,53,[]
Lwuwgf679VA,evermore,Ajnqvy441TG,15,2020-12-10 00:00:00,72,[]
Lxfekn375XK,Man On The Moon III: The Chosen,Aehpfe075AR,18,2020-12-11 00:00:00,79,[]
Lztqje798VB,Everyday Is Christmas (Deluxe Edition),Awjknz785CH,13,2018-11-01 00:00:00,72,[]
Lxygfd233RY,Thats What They All Say,Ausypa539KO,15,2020-12-11 00:00:00,81,[]
Luhpmk376YM,The Works (Deluxe Edition 2011 Remaster),Aynmgo955OB,15,1984-02-27 00:00:00,69,[]
Lbxavi649KZ,You Make It Feel Like Christmas,Asclyf929FA,12,2017-10-06 00:00:00,51,[]
Lyaepa102JS,Music To Be Murdered By - Side B (Deluxe Edition),Aarvof428TN,36,2020-12-18 00:00:00,78,[]
Ljhxpi264ZR,Holiday Wishes,Acjdkl223CG,12,2014-10-10 00:00:00,53,[]
Lbjxij102HB,Heavenly Eartha,Apsrpl118PD,14,2002-01-01 00:00:00,46,[]
Lfawjg337EE,Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],Adveki092LM,19,1990-01-01 00:00:00,59,[]
Lrxtll114KX,Christmas Kisses,Apkgmp051IT,4,2013-01-01 00:00:00,60,[]
Lmcqfk273UA,Someday At Christmas,Acqbzo482JW,12,1967-11-01 00:00:00,46,[]
Lmhdxx333AQ,Wonder (Holiday Deluxe),Aoiekc907LD,16,2020-12-05 00:00:00,52,[]
Luzdqx570JH,"Christmas, With Love",Aotwyf377FG,10,2013-12-02 00:00:00,51,[]
Lrqmhn679ZL,The Beach Boys' Christmas Album,Atpiqz166ET,12,1964-11-09 00:00:00,51,[]
Lqqmhn129QI,Title (Expanded Edition),Aufkxy250RA,18,2015-01-09 00:00:00,61,[]
Lqfiyi258TV,A Jolly Christmas From Frank Sinatra,Aoyoyi052ME,15,,60,[]
Lgxlyj301AV,Mariah Carey's Magical Christmas Special (Apple TV+ Original Soundtrack),Aftbfb889MI,17,2020-12-11 00:00:00,44,[]
Lmjqpu638DI,Christmas With Bing Crosby,Aodpxd153DW,30,2020-10-09 00:00:00,32,[]
Luihhu629FG,A Pentatonix Christmas,Adajil038AH,11,2016-10-21 00:00:00,61,[]
Lebvkb657BQ,Donny Hathaway,Auwqvh737ON,11,1971-01-01 00:00:00,56,[]
Lgaynw659WV,Snowfall - The Tony Bennett Christmas Album,Aoqxdh289OV,11,1968-11-06 00:00:00,15,[]
Llxzcd890HA,Home For Christmas,Afmsge466VY,14,1998-10-23 00:00:00,35,[]
Lumkct329WW,Please Come Home for Christmas / Funky New Year (2013 Remaster),Aazolm264PY,2,1994-01-01 00:00:00,48,[]
Lkrgcq251TZ,A Very Trainor Christmas,Aufkxy250RA,18,2020-10-30 00:00:00,56,[]
Lfnoek560OR,Whole Lotta Red,Aphtkh048UP,24,2020-12-25 00:00:00,86,[]
Lqpddw758ZQ,Diferente dos Iguais,Acsxyh250LA,16,2020-12-17 00:00:00,53,[]
Lmdpdx603MB,Dreamland (+ Bonus Levels),Ajhpki224TF,18,2020-08-06 00:00:00,85,[]
Laynrl587NW,DVD Novo dos Barões da Pisadinha Ao Vivo,Ayuvpa478OV,15,2020-10-15 00:00:00,58,[]
Lkbqnq024ZO,AM,Awgkuf564GO,12,2013-01-01 00:00:00,65,[]
Laxujf052KU,O My Heart,Aqcdhs912HL,12,2008-09-23 00:00:00,81,[]
Lkyfvn083EG,Nevermind (Deluxe Edition),Afxiir780AB,40,1991-09-26 00:00:00,83,[]
Ltjqpb600WE,Dangerous: The Double Album,Alijut223BY,30,2021-01-08 00:00:00,86,[]
Lpyrfl722DW,Nobody Is Listening,Angugt246EA,11,2021-01-15 00:00:00,72,[]
Lgtrsr120AO,DEMIDEVIL,Alwkmp027PU,10,2021-01-15 00:00:00,78,[]
Lkaokr132FV,Safadão Amplificado,Anditg289ZB,8,2020-11-12 00:00:00,64,[]
Lfvdnz082KA,Sempiternal (Expanded Edition),Aobzgh216RW,13,2013-04-01 00:00:00,77,[]
Lhuimc097OH,KrING,Adaddz235UY,26,2019-10-04 00:00:00,71,[]
Lsrzez007JB,Los Dioses,Agnmah088WG,12,2021-01-22 00:00:00,72,[]
Lxsfwy225UY,Baile do DJ Ivis: Piseiro Hits,Auhbue630UT,10,2020-11-26 00:00:00,14,[]
Lsrxzf014EA,#7DJ (7 Días En Jamaica),Aljgsw978BP,7,2021-01-28 00:00:00,69,[]
Lmrqab145DI,Beauty Behind The Madness,Ahvkzg475WU,14,2015-08-28 00:00:00,86,[]
Lkgsys353MO,Up (Instrumental),Abbibo036DF,2,2021-02-04 00:00:00,69,[]
Lqctth633OO,Small Town Boy (Track By Track),Atkwuz160RW,26,2020-11-12 00:00:00,70,[]
Lplaiy842DS,Doo-Wops & Hooligans,Arpcgh589UD,10,2010-10-05 00:00:00,84,[]
Lppgho324CE,Blurryface,Ammfdv561RH,14,2015-05-15 00:00:00,85,[]
Lrbkri951SB,Future Nostalgia (The Moonlight Edition),Azvkpw399TU,19,2021-02-11 00:00:00,84,[]
Lfqfvu966MS,TAKE TIME,Aefffp821IZ,8,2020-03-27 00:00:00,82,[]
Lnkfcz766RU,PINK PLANET,Ahqxda986OC,18,2021-02-12 00:00:00,76,[]
Lllndl289IL,Native,Aqcdin461ZQ,12,2013-01-01 00:00:00,78,[]
Lmgsaf562QX,Time Flies...1994-2009,Agpcqu584NJ,27,2010-01-01 00:00:00,48,[]
Lnemro006LM,Los Legendarios 001,Avwyra419IR,19,2021-02-04 00:00:00,75,[]
Llzjpa567EG,Loyalty Over Royalty,Admsfv787YU,8,2021-02-19 00:00:00,69,[]
Ldrqzo080ZJ,Sin Miedo (del Amor y Otros Demonios) ∞,Aqkdjj036FC,13,2020-12-04 00:00:00,82,[]
Lxuajw198MV,Positions (Deluxe),Apkgmp051IT,19,2021-02-19 00:00:00,76,[]
Lkyuti060ZC,Som No Talo,Aelvge316SI,7,2021-01-22 00:00:00,69,[]
Lnuhoj344JL,Shiesty Season,Agfipv903TZ,17,2021-02-05 00:00:00,72,[]
Lfjxvb170QM,Hunting High and Low,Aesnto115BQ,10,1985-06-01 00:00:00,78,[]
Lcgsne066UY,Making Mirrors,Adzpyt609YN,12,2011-01-01 00:00:00,73,[]
Lpktzq963UL,IIII,Aaaatw259CH,17,2021-02-26 00:00:00,72,[]
Lolkfr640ND,El Madrileño,Aljsrc219QM,14,2021-02-26 00:00:00,80,[]
Ludfew014QC,Scary Hours 2,Afavko122BS,3,2021-03-05 00:00:00,82,[]
Lyytzu434JH,Mis Manos,Aahsim426MM,11,2021-03-04 00:00:00,81,[]
Ldkzcm975LK,ULTRA,Ayyvym856XB,14,2021-03-04 00:00:00,70,[]
Lajwxb435II,The Papercut Chronicles II,Avvzfz410AH,11,2011-11-11 00:00:00,76,[]
Lruqix434NL,Providence,Acwxaw706FM,11,2016-02-05 00:00:00,73,[]
Lalfkq115DP,R,Aqptnz718WS,2,2021-03-12 00:00:00,71,[]
Lezxmo126DF,Revelación - EP,Adpcab371AB,7,2021-03-12 00:00:00,77,[]
Lalqtf328EV,"Aqui e Agora, Vol.1 (Ao Vivo)",Apiukx758CU,9,2021-01-29 00:00:00,75,[]
Lluwbv886ZS,Follow You / Cutthroat,Acvxhp847TQ,2,2021-03-12 00:00:00,74,[]
Lthycd279XD,The Papercut Chronicles,Avvzfz410AH,18,2005-02-22 00:00:00,73,[]
Llfdqz593RA,"No Pelo 3, Pt. 1 (Ao Vivo)",Aiqvvz485ML,5,2020-11-13 00:00:00,69,[]
Lwdsid528OD,Flying Solo,Alrjcv607ER,11,2019-06-14 00:00:00,74,[]
Lpicco595HW,Justice,Azwhoy014ZU,16,2021-03-19 00:00:00,91,[]
Ladpce033CZ,Headshot,Axhbpb739OB,2,2021-03-19 00:00:00,8,[]
Loggdb915FK,Overexposed Track By Track,Akfizu190BH,33,2012-01-01 00:00:00,79,[]
Lfxtab343XB,El Dorado,Aevmxv032MK,13,2021-03-26 00:00:00,84,[]
Lcwnka629EE,KG0516,Ablrnm325TU,16,2021-03-26 00:00:00,85,[]
Loxick989FS,SoulFly,Aqambh110QF,19,2021-03-26 00:00:00,48,[]
Lupemt688IA,Honeymoon,Aidzmd706JH,9,2020-02-14 00:00:00,74,[]
Llibpy878FU,All My Demons Greeting Me As A Friend (Deluxe),Apybjj539XY,17,2016-03-11 00:00:00,75,[]
Lkwxaq766TL,Girls Like Us,Aoutgv291OS,2,2021-01-12 00:00:00,68,[]
Lvzdan363PP,Para Mi Ex,Asmehx662RM,4,2020-12-15 00:00:00,72,[]
Lpfmcf771NT,The Days / Nights,Auedyx118TB,4,2014-01-01 00:00:00,80,[]
Ltipwc262BZ,Destined 2 Win,Axhbpb739OB,21,2021-04-02 00:00:00,84,[]
Lxjlhi347MV,Dancing With The Devil…The Art of Starting Over (Expanded Edition),Aicjkm469HT,22,2021-04-01 00:00:00,63,[]
Lvpbch843CJ,Electra Heart,Aolnyz452UL,12,2012-04-27 00:00:00,52,[]
Lzwvwe439UU,Fearless (Taylor's Version),Ajnqvy441TG,26,2021-04-09 00:00:00,84,[]
Lvyrxc373CY,42,Avlseu171IZ,11,2021-04-15 00:00:00,82,[]
Luhxyy168CB,The Definition of X: Pick Of The Litter,Aayxbm489BJ,20,2007-06-12 00:00:00,66,[]
Luwkrm680DA,Long Way Down,Ajielm360XN,10,2013-06-17 00:00:00,46,[]
Lytsmf413YX,Dopamina,Astzok568HD,13,2021-04-09 00:00:00,74,[]
Llqxwa837CA,It's Dark And Hell Is Hot,Aayxbm489BJ,19,1998-05-01 00:00:00,68,[]
Lnlxqm727LW,Slime Language 2,Azvgtr473LC,23,2021-04-16 00:00:00,78,[]
Lkarzv723DA,"Da Roça Pra Cidade (Ao Vivo), Vol. 02",Ayuvpa478OV,2,2021-02-19 00:00:00,68,[]
Lowwpx307UB,The Marshall Mathers LP,Aarvof428TN,18,2000-05-23 00:00:00,84,[]
Lofnar045UA,Best Friend (feat. Doja Cat) [Remix EP] [Extended Edition],Ajlztt996FM,8,2021-04-23 00:00:00,68,[]
Ljmvom881UZ,Views,Afavko122BS,20,2016-05-06 00:00:00,85,[]
Lmsxvv362ZY,Unorthodox Jukebox,Arpcgh589UD,10,2012-12-05 00:00:00,54,[]
Llchde048PR,KHALED KHALED,Ayhfzq588MV,14,2021-04-30 00:00:00,80,[]
Lrxmtt410AO,GUESS WHO,Axtglg096JY,6,2021-04-30 00:00:00,74,[]
Lqlvbh058AM,Choker,Ammfdv561RH,2,2021-04-30 00:00:00,19,[]
Ltfxvk010MJ,Buds,Alyrep871DK,10,2015-05-10 00:00:00,24,[]
Llzjgq761CX,Primer Dia de Clases,Awaabd836TU,16,2021-02-05 00:00:00,80,[]
Lxsctw938FE,Evering Road (Deluxe),Ajilrf954MO,16,2021-03-12 00:00:00,72,[]
Luodog374OH,Todo Mundo Ama O Chris (Ao Vivo),Axbccs526DJ,23,2021-04-09 00:00:00,69,[]
Ljtnio022GE,2014 Forest Hills Drive,Avvnhp072IS,13,2014-12-09 00:00:00,85,[]
Lfrqwn352PM,Tudo Em Paz,Aplink921PQ,15,2021-04-22 00:00:00,81,[]
Lvftac202LG,The Off-Season,Avvnhp072IS,12,2021-05-14 00:00:00,85,[]
Ltptmb087FH,Beam Me Up Scotty,Abovjv379ZH,23,2021-05-14 00:00:00,73,[]
Ldyfmn925XM,sangiovanni,Auppsg369YT,6,2021-05-13 00:00:00,68,[]
Lzlele060AH,SOUR,Abiswn045GZ,11,2021-05-21 00:00:00,99,[]
Lmfrgv404AD,Butter,Arottg631PO,2,2021-05-21 00:00:00,42,[]
Ltjdnv824UT,Teatro d'ira - Vol. I,Altfvb218UB,8,2021-03-19 00:00:00,88,[]
Lavxsh998PT,All I Know So Far: Setlist,Aiojsq873RG,16,2021-05-21 00:00:00,67,[]
Lgwfzs609SQ,Scaled And Icy,Ammfdv561RH,11,2021-05-21 00:00:00,80,[]
Ldnyya667LX,SHUM,Aonpzl118HQ,2,2021-03-10 00:00:00,42,[]
Lqwsas783CX,Astronaut In The Ocean (International Remixes),Ahizta302EJ,5,2019-01-01 00:00:00,65,[]
Lajtuc841VP,Goodbye & Good Riddance (Anniversary Edition),Agxoxj358CJ,18,2021-05-28 00:00:00,74,[]
Loghep668WU,"Butter (Hotter, Sweeter, Cooler)",Arottg631PO,5,2021-06-04 00:00:00,85,[]
Lpmqbd476PD,Chosen,Altfvb218UB,7,2017-12-08 00:00:00,90,[]
Ljylgu520YK,The Voice of the Heroes,Ahidqz036ED,18,2021-06-04 00:00:00,81,[]
Legwad227QO,Last Train Home,Akbcjt866YD,4,2021-06-04 00:00:00,42,[]
Lzuhff998OG,The Chaos Chapter: FREEZE,Adikmr777CT,8,2021-05-31 00:00:00,11,[]
Lksoet896WS,Avec le temps,Axdkoi702KP,17,2021-06-04 00:00:00,70,[]
Lzotyg138BA,Hall of Fame,Avetia825ZQ,20,2021-06-11 00:00:00,84,[]
Lwebsp161BT,JORDI (Deluxe),Akfizu190BH,14,2021-06-11 00:00:00,86,[]
Lomwhq034KH,Culture III,Aczdin989VF,19,2021-06-11 00:00:00,78,[]
Lxfebx838OK,Marchand de sable,Awzzar619AW,15,2018-07-20 00:00:00,72,[]
Lhesni722UD,VICE VERSA,Alhxdh200XJ,14,2021-06-25 00:00:00,91,[]
Lqwkwk982IG,Planet Her,Askyst727PF,14,2021-06-25 00:00:00,98,[]
Ledjzf782EW,CALL ME IF YOU GET LOST,Aijpnr966ZK,16,2021-06-25 00:00:00,84,[]
Lkvwjw334YY,Piseiro Sofrência,Agvepq471UH,10,2021-04-29 00:00:00,57,[]
Lnoiha388BF,Inside (The Songs),Aqmret056GR,20,2021-06-10 00:00:00,85,[]
Lhqrby968KM,Eu Tenho a Senha,Afxwzl013CP,10,2021-06-01 00:00:00,86,[]
Lwxzgh271RD,Renegade (feat. Taylor Swift),Acuuxk895XB,3,2021-07-02 00:00:00,64,[]
Lyhful558ZV,"Falando de Amor, Vol. 1",Aibysa619BY,6,2021-06-19 00:00:00,78,[]
Lriywg383AM,Love Tonight,Aojqjo787WW,2,2017-12-14 00:00:00,82,[]
Llrzzs672FV,Lieben wir,Adrfun704AZ,2,2021-07-01 00:00:00,65,[]
Lhsere127RN,Here's Your Perfect,Ahlseq799FN,4,2021-04-30 00:00:00,78,[]
Lhbuws677PA,Butter / Permission to Dance,Arottg631PO,4,2021-07-09 00:00:00,81,[]
Lqyvkt600LP,"Na Praia, Pt. 1",Amgulv008QP,10,2021-07-09 00:00:00,71,[]
Lgrkhe314CZ,Faith,Aglqof902EJ,20,2021-07-16 00:00:00,83,[]
Lrbtxp698BV,lately I feel EVERYTHING,Avkmkp005PK,11,2021-07-16 00:00:00,73,[]
Lldugg325KL,Welcome To The Madhouse (Deluxe),Anunva949KA,20,2021-07-16 00:00:00,74,[]
Loassf021KM,Still Sleep?,Aakjsg787MC,14,2021-06-02 00:00:00,85,[]
Lkfsmz326BV,All Over The Place (Platinum VIP Edition),Addzss833WT,16,2021-07-15 00:00:00,65,[]
Lmbnfu025LL,Sob Rock,Akbcjt866YD,10,2021-07-16 00:00:00,80,[]
Ldmjfg925VA,F*CK LOVE 3: OVER YOU,Abicro618UA,29,2021-07-23 00:00:00,88,[]
Llecdq884PH,Permission to Dance,Arottg631PO,3,2021-07-23 00:00:00,76,[]
Lrxchw410IZ,Zukunft,Aognpp672VJ,15,2021-07-16 00:00:00,72,[]
Lcqxsn865OY,We're All Alone In This Together,Anhxmd409WU,12,2021-07-22 00:00:00,79,[]
Lxsarn600DQ,Therapy,Ajpqfk054TF,12,2021-07-23 00:00:00,76,[]
Lptwfi825QK,Country Stuff,Ahzlki430BS,6,2021-06-04 00:00:00,77,[]
Lzokkr746FP,No Love Lost (Deluxe),Azacwq605BB,14,2020-12-04 00:00:00,81,[]
Lxzhcl273ML,DOCE 22,Afeudf051SB,14,2021-07-18 00:00:00,79,[]
Ljilud810SM,Happier Than Ever,Akczza920HQ,16,2021-07-30 00:00:00,94,[]
Lmzloh767TM,Skate,Arpcgh589UD,2,2021-07-30 00:00:00,74,[]
Lwgqio467OJ,Auf & Ab,Aqznag107ZY,5,2021-07-30 00:00:00,75,[]
Lfezid999TP,Safe Haven,Adtumq194IM,12,2017-05-05 00:00:00,81,[]
Ldsodu413DT,TV,Atvqsv979AU,13,2021-05-20 00:00:00,74,[]
Lnabzh382UG,Love Tonight (David Guetta Remix),Aojqjo787WW,3,2021-06-11 00:00:00,78,[]
Lgzaap256JD,La Última Promesa,Abqyzg768UL,14,2021-08-19 00:00:00,84,[]
Lypety869SL,I GUESS I'M IN LOVE,Amvdui362NO,2,2021-08-20 00:00:00,81,[]
Lomady827DD,Trip At Knight,Assnvy671FH,17,2021-08-20 00:00:00,67,[]
Lthsef081JP,In The Lonely Hour (Deluxe),Aypzvu717DW,15,2014-01-01 00:00:00,62,[]
Lcuayq264RA,The Chaos Chapter: FIGHT OR ESCAPE,Adikmr777CT,11,2021-08-17 00:00:00,78,[]
Lozmkl391WA,Donda,Amdzmc530YF,27,2021-08-29 00:00:00,90,[]
Lztzvp593GS,"If I Can’t Have Love, I Want Power",Acbdhh778WH,13,2021-08-27 00:00:00,80,[]
Linkyl971XR,Human (Deluxe),Aqcdin461ZQ,16,2021-08-27 00:00:00,78,[]
Lhnqwr949QI,Animal,Aebsrt024QZ,11,2021-08-26 00:00:00,75,[]
Lokgez687CT,See You Next Wednesday,Aeital458SS,15,2021-08-27 00:00:00,64,[]
Lfddgs385DP,Helios,Amjauq144VM,12,2019-08-04 00:00:00,73,[]
Lqjjrg862VX,NOEASY,Arncdb544TI,14,2021-08-23 00:00:00,59,[]
Ldofem716TO,Only Honest On The Weekend,Arhsfi116PW,15,2021-08-27 00:00:00,72,[]
Lflnps135JZ,We Love You Tecca 2,Akzkad529ZW,20,2021-08-27 00:00:00,81,[]
Lsxtrt087UG,Gangsta's Paradise,Axnhzu989LZ,14,1995-11-07 00:00:00,79,[]
Lhrbmc825AS,Certified Lover Boy,Afavko122BS,21,2021-09-03 00:00:00,100,[]
Lttrrg765XF,I Still Have Faith In You / Don't Shut Me Down,Angygr145CG,2,2021-09-02 00:00:00,74,[]
Lddzci517GE,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Afwjdr908SZ,21,2021-05-28 00:00:00,88,[]
Ldxkqn581NS,THE ANXIETY,Anxozv156QO,10,2020-03-13 00:00:00,85,[]
Lukwgy950ZI,Timelezz,Ansdhp180ZW,17,2021-09-03 00:00:00,86,[]
Lvpfxb881QO,Mercury - Act 1,Acvxhp847TQ,13,2021-09-03 00:00:00,82,[]
Lvdkvm883GB,Corta Venas,Aururq840XV,24,2020-12-18 00:00:00,83,[]
Lmriwp524BE,Chaaama,Amkexe362BS,6,2021-08-26 00:00:00,81,[]
Ljsuah769VJ,Shivers,Aulenb740HF,2,2021-09-13 00:00:00,89,[]
Lgvmix351HW,LALISA,Abenku851EN,2,2021-09-10 00:00:00,88,[]
Lpingv310TV,JOSE,Avfjzx106RC,24,2021-09-10 00:00:00,89,[]
Lzczwz887JP,The Melodic Blue,Auungq417VD,16,2021-09-10 00:00:00,84,[]
Lgvams662HB,Astronomical,Ahizta302EJ,17,2021-09-10 00:00:00,70,[]
Lnonpy540XC,Vamos Bien,Aanpvx274TM,15,2021-02-05 00:00:00,79,[]
Ltbfjh280VY,CKay The First,Anpyyy141QA,8,2019-08-30 00:00:00,88,[]
Lbachy983XV,Fancy Like (feat. Kesha),Ahzlki430BS,2,2021-09-10 00:00:00,66,[]
Lveemb241AJ,Born Sinner (Deluxe Version),Avvnhp072IS,21,2013-06-18 00:00:00,82,[]
Lxmlfx228TX,MONTERO,Autxgl880SJ,15,2021-09-17 00:00:00,97,[]
Ljbflw668FM,"Now, Then & Forever",Acwpro635RN,23,2013-09-11 00:00:00,47,[]
Lkpkza598MH,Stop Staring at the Shadows,Acqqrs459XS,12,2020-02-14 00:00:00,82,[]
Lwktwr990PK,1989,Ajnqvy441TG,13,2014-01-01 00:00:00,78,[]
Lejdkp488RV,My Universe,Afsvsp815BQ,2,2021-09-24 00:00:00,88,[]
Lgcbpi017EI,CRAZY IN LOVE,Axtglg096JY,16,2021-09-24 00:00:00,59,[]
Lpuqhi210CI,1989 (Deluxe),Ajnqvy441TG,19,2014-01-01 00:00:00,83,[]
Lrpkly303SM,The Eminem Show,Aarvof428TN,20,2002-05-26 00:00:00,86,[]
Lpjfgb278QA,Trip At Knight (Complete Edition),Assnvy671FH,18,2021-08-21 00:00:00,84,[]
Lzzxmv291GH,La 167,Azppbz590XD,25,2021-10-01 00:00:00,82,[]
Ljctia376CM,The Feels,Ahynuk774XP,6,2021-10-01 00:00:00,66,[]
Lqyaar026QY,Expensive Pain,Adgtoc789BF,18,2021-10-01 00:00:00,81,[]
Lhtyet891XB,we fell in love in october / forget her,Ajtuoo826TH,2,2018-11-21 00:00:00,79,[]
Lwqzxu028RS,MKTO,Avbafc572JS,11,2012-01-01 00:00:00,78,[]
Lvccrg610ZV,The Black Parade,Ashpfy582TE,14,2006-10-23 00:00:00,84,[]
Lqenaz071MZ,eat ya veggies,Ajlfgx367PO,12,2021-10-08 00:00:00,74,[]
Lsayjx492BT,Life of a DON,Apnyif698QC,16,2021-10-08 00:00:00,87,[]
Lezfmy637EM,Alma Vacía,Ayppau481EC,7,2021-08-20 00:00:00,79,[]
Lriamr331IA,Savage - The 1st Mini Album,Axjjzh068DG,6,2021-10-05 00:00:00,81,[]
Lckiqw420NB,Justice (The Complete Edition),Azwhoy014ZU,25,2021-10-08 00:00:00,82,[]
Lkzcfv198RK,25,Aryrlx767RG,11,2015-11-20 00:00:00,88,[]
Lurksw811TO,Songs for Dads,Ajdisv915RP,6,2014-11-28 00:00:00,80,[]
Lidrvi094MF,Music Of The Spheres,Afsvsp815BQ,12,2021-10-15 00:00:00,87,[]
Lasupl474WT,Punk,Auryuw432BY,20,2021-10-15 00:00:00,88,[]
Lhrmun180AP,19,Aryrlx767RG,12,2008-01-27 00:00:00,78,[]
Lezzig163BE,Feel Something,Aajbfu997KC,12,2017-06-23 00:00:00,79,[]
Lknnmk484GP,Faded,Asmbge477FI,3,2021-09-10 00:00:00,80,[]
Lksepo301SY,Kamikaze,Aarvof428TN,13,2018-08-31 00:00:00,80,[]
Lcctwv321EB,The Lockdown Sessions,Anhpve156JJ,16,2021-10-22 00:00:00,76,[]
Lhhgbh142ZA,Caja de Música,Awrxpn876FA,13,2015-06-16 00:00:00,73,[]
